@W: BN309 |One or more non-fatal issues found in constraints; Please run Constraint Check for analysis
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[48] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[47] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[46] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[45] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[44] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[43] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[42] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[41] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[40] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[39] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[38] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[37] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[36] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[35] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[34] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[33] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_1_[32] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[63] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[62] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[61] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[60] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[59] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[58] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[57] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[56] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[55] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[54] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[53] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[52] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[51] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[50] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[49] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[48] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[47] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[46] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[45] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[44] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[43] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[42] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[41] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[40] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[39] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[38] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[37] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[36] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[35] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[34] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[33] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_2_[32] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[63] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[62] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[61] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[60] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[59] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[58] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[57] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[56] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[55] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[54] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[53] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[52] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[51] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[50] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[49] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[48] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[47] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[46] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[45] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[44] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[43] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[42] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[41] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[40] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[39] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[38] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[37] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[36] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[35] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[34] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[33] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: MO160 :"c:\libero_projects\pf_mi_v_tut\hdl\scheduler.sv":109:7:109:13|Register bit sched_regs_3_[32] (in view view:work.scheduler_8s_4s_64s_3s(verilog)) is always 0. To keep the instance, apply syn_preserve=1 on the instance.
@W: FX107 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\corespi\5.2.104\rtl\vlog\core\spi_fifo.v":101:0:101:5|RAM fifo_mem_q[8:0] (in view: CORESPI_LIB.spi_fifo_8s_32s_5_1(verilog)) does not have a read/write conflict check. Possible simulation mismatch. To resolve a read/write conflict, either set syn_ramstyle = rw_check, or enable the "Read Write Check on RAM" Implementation Option. For more information, search for "read/write conflict check" in Online Help.
@W: FX107 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\corespi\5.2.104\rtl\vlog\core\spi_fifo.v":101:0:101:5|RAM fifo_mem_q[8:0] (in view: CORESPI_LIB.spi_fifo_8s_32s_5_0(verilog)) does not have a read/write conflict check. Possible simulation mismatch. To resolve a read/write conflict, either set syn_ramstyle = rw_check, or enable the "Read Write Check on RAM" Implementation Option. For more information, search for "read/write conflict check" in Online Help.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\work\uart_apb\uart_apb_0\rtl\vlog\core_obfuscated\rx_async.v":754:0:754:5|Removing instance UART_apb_0.UART_apb_0.CUARTlOlI.CUARTO01.CUARTIOll[2] because it is equivalent to instance UART_apb_0.UART_apb_0.CUARTlOlI.CUARTO01.CUARTIOll[1]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_AADDR_out[1] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.sizeDiff_pre[2] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_ALEN_out[3] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_ALEN_out[2] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_ALEN_out[1] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_ALEN_out[0] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_ar_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_aw_inst.MASTER_AADDR_out[1] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_aw_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_aw_inst.sizeDiff_pre[2] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_aw_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_aw_inst.MASTER_ALEN_out[3] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_aw_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"c:\libero_projects\pf_mi_v_tut\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4convertors\dwc_upconv_precalcachannel.v":115:2:115:7|Removing instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_aw_inst.MASTER_ALEN_out[2] because it is equivalent to instance Axi4Interconnect_0.Axi4Interconnect_0.MstConvertor_loop[0].mstrconv.mstrDWC.genblk1.MstUpConv.DWC_UpConv_preCalcAChannel_aw_inst.MASTER_AADDR_out[0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
